user_id,home_city,preferred_device,account_age_days,signup_date,ip_risk_band,baseline_tx_mean_gbp,baseline_tx_std_gbp,is_night_owl
U000829,Leeds,mobile,174,2025-08-26,low,66.59,15.09,0
U000830,London,mobile,397,2025-01-15,medium,102.08,22.67,1
U000831,Leeds,mobile,336,2025-03-17,low,77.84,29.92,0
U000832,London,mobile,259,2025-06-02,low,59.46,20.82,0
U000833,London,mobile,42,2026-01-05,medium,97.89,31.13,0
U000834,Leeds,mobile,197,2025-08-03,medium,51.48,18.21,0
U000835,Manchester,desktop,22,2026-01-25,low,52.66,15.05,0
U000836,Birmingham,tablet,118,2025-10-21,low,55.12,19.39,0
U000837,Manchester,mobile,133,2025-10-06,low,155.12,42.56,0
U000838,Glasgow,desktop,10,2026-02-06,low,12.53,3.12,0
U000839,Glasgow,mobile,80,2025-11-28,medium,91.61,31.68,0
U000840,London,mobile,778,2023-12-31,medium,75.1,21.32,0
U000841,Edinburgh,desktop,767,2024-01-11,low,29.24,11.59,0
U000842,London,desktop,108,2025-10-31,low,87.39,23.59,0
U000843,Cambridge,tablet,11,2026-02-05,low,95.74,36.8,0
U000844,London,mobile,49,2025-12-29,medium,101.93,39.41,0
U000845,Manchester,mobile,124,2025-10-15,low,17.14,4.26,0
U000846,London,desktop,738,2024-02-09,low,156.26,56.2,1
U000847,Norwich,mobile,38,2026-01-09,low,49.12,14.08,0
U000848,Leeds,mobile,360,2025-02-21,low,107.51,41.23,0
U000849,Glasgow,mobile,28,2026-01-19,low,110.78,32.13,0
U000850,London,mobile,994,2023-05-29,low,45.5,15.87,0
U000851,Leicester,mobile,120,2025-10-19,medium,105.98,31.09,0
U000852,London,mobile,373,2025-02-08,medium,59.62,14.64,0
U000853,Birmingham,desktop,104,2025-11-04,low,23.59,5.66,0
U000854,London,mobile,246,2025-06-15,low,140.09,39.94,1
U000855,London,mobile,53,2025-12-25,low,48.12,16.9,0
U000856,London,mobile,39,2026-01-08,low,46.06,14.79,0
U000857,Leeds,mobile,695,2024-03-23,low,59.05,19.94,0
U000858,Bristol,mobile,624,2024-06-02,medium,85.6,21.95,0
U000859,London,mobile,546,2024-08-19,low,71.41,21.16,0
U000860,Liverpool,desktop,245,2025-06-16,low,99.63,20.81,0
U000861,Leeds,mobile,412,2024-12-31,medium,35.28,12.82,0
U000862,Bristol,tablet,17,2026-01-30,medium,48.99,19.5,0
U000863,Leeds,mobile,101,2025-11-07,low,69.14,19.46,0
U000864,Manchester,mobile,94,2025-11-14,low,209.31,42.32,1
U000865,Bristol,mobile,252,2025-06-09,low,69.23,16.2,0
U000866,London,mobile,109,2025-10-30,low,133.87,44.24,0
U000867,London,desktop,40,2026-01-07,low,75.28,24.27,0
U000868,Birmingham,mobile,226,2025-07-05,low,56.49,20.2,1
U000869,Birmingham,mobile,421,2024-12-22,medium,64.35,16.14,0
U000870,Manchester,desktop,120,2025-10-19,low,67.18,23.7,0
U000871,London,desktop,35,2026-01-12,low,102.72,34.68,0
U000872,Glasgow,desktop,54,2025-12-24,low,156.97,41.53,1
U000873,Manchester,mobile,67,2025-12-11,low,89.82,27.76,1
U000874,London,desktop,89,2025-11-19,low,141.58,32.49,0
U000875,London,mobile,257,2025-06-04,low,43.35,12.59,0
U000876,Leicester,mobile,229,2025-07-02,low,58.67,22.07,0
U000877,Edinburgh,mobile,297,2025-04-25,low,49.48,14.07,0
U000878,London,mobile,112,2025-10-27,low,87.61,32.23,0
U000879,London,mobile,434,2024-12-09,low,60.5,19.24,0
U000880,London,mobile,57,2025-12-21,low,110.1,26.24,0
U000881,Edinburgh,desktop,158,2025-09-11,low,44.17,13.97,0
U000882,London,mobile,403,2025-01-09,low,75.46,22.73,0
U000883,London,mobile,49,2025-12-29,low,107.53,30.08,0
U000884,Liverpool,mobile,29,2026-01-18,medium,23.67,5.3,0
U000885,London,desktop,537,2024-08-28,medium,236.72,67.07,0
U000886,Edinburgh,mobile,104,2025-11-04,low,63.07,13.53,1
U000887,London,mobile,287,2025-05-05,low,24.2,5.32,0
U000888,London,desktop,6,2026-02-10,low,80.39,22.77,0
U000889,London,desktop,292,2025-04-30,low,75.07,19.6,0
U000890,Leicester,mobile,94,2025-11-14,low,70.45,27.13,1
U000891,Birmingham,mobile,14,2026-02-02,medium,127.12,34.98,0
U000892,Birmingham,desktop,235,2025-06-26,medium,111.17,39.09,0
U000893,Manchester,mobile,68,2025-12-10,low,86.82,26.57,0
U000894,Edinburgh,mobile,122,2025-10-17,low,94.4,32.17,0
U000895,London,desktop,21,2026-01-26,medium,69.59,17.54,0
U000896,London,mobile,39,2026-01-08,medium,195.69,76.0,0
U000897,Birmingham,mobile,88,2025-11-20,low,32.67,10.0,0
U000898,London,mobile,23,2026-01-24,low,79.58,29.15,0
U000899,London,mobile,604,2024-06-22,low,76.38,20.85,0
U000900,London,mobile,1,2026-02-15,low,115.27,25.36,0
U000901,London,desktop,165,2025-09-04,low,46.33,15.51,0
U000902,London,mobile,32,2026-01-15,low,28.25,5.69,0
U000903,Glasgow,mobile,91,2025-11-17,low,80.34,23.7,0
U000904,Leeds,mobile,651,2024-05-06,low,86.03,20.52,1
U000905,Birmingham,mobile,44,2026-01-03,low,167.21,54.42,0
U000906,Birmingham,tablet,844,2023-10-26,low,36.65,14.51,0
U000907,London,mobile,57,2025-12-21,medium,139.08,40.74,0
U000908,London,mobile,338,2025-03-15,low,270.99,98.5,0
U000909,Manchester,mobile,197,2025-08-03,low,59.87,18.06,0
U000910,Glasgow,mobile,539,2024-08-26,low,36.23,10.84,0
U000911,London,mobile,201,2025-07-30,medium,58.92,22.75,0
U000912,Glasgow,desktop,191,2025-08-09,low,74.27,28.07,0
U000913,Manchester,tablet,54,2025-12-24,low,100.49,35.89,0
U000914,Bristol,mobile,45,2026-01-02,low,53.24,13.8,0
U000915,Leeds,mobile,620,2024-06-06,low,173.36,53.57,0
U000916,London,desktop,99,2025-11-09,low,39.93,9.77,0
U000917,Birmingham,desktop,116,2025-10-23,medium,28.32,8.18,0
U000918,Liverpool,mobile,356,2025-02-25,low,135.46,40.21,0
U000919,London,mobile,103,2025-11-05,low,21.09,7.73,0
U000920,Birmingham,mobile,759,2024-01-19,medium,65.87,24.98,0
U000921,Leeds,desktop,334,2025-03-19,low,409.41,115.83,0
U000922,Birmingham,desktop,227,2025-07-04,low,73.21,14.9,0
U000923,Liverpool,mobile,531,2024-09-03,low,39.79,14.82,0
U000924,Leeds,mobile,12,2026-02-04,low,71.41,16.77,0
U000925,London,desktop,74,2025-12-04,low,71.67,23.25,0
U000926,London,desktop,156,2025-09-13,low,80.51,16.5,0
U000927,Bristol,tablet,64,2025-12-14,low,106.09,29.69,0
U000928,Glasgow,desktop,340,2025-03-13,low,41.62,16.53,0
U000929,London,mobile,628,2024-05-29,low,186.45,41.04,0
U000930,London,mobile,137,2025-10-02,low,84.34,24.01,1
U000931,Birmingham,mobile,104,2025-11-04,low,109.92,28.74,1
U000932,Norwich,mobile,814,2023-11-25,low,52.17,19.88,0
U000933,Bristol,mobile,147,2025-09-22,low,149.53,55.91,0
U000934,London,desktop,167,2025-09-02,medium,63.98,15.84,0
U000935,London,mobile,108,2025-10-31,low,85.85,18.56,0
U000936,London,desktop,600,2024-06-26,low,44.11,14.36,0
U000937,Birmingham,mobile,210,2025-07-21,low,42.59,11.38,0
U000938,London,tablet,359,2025-02-22,low,107.61,35.99,0
U000939,Bristol,mobile,417,2024-12-26,low,57.74,11.92,0
U000940,London,mobile,104,2025-11-04,low,46.08,10.45,0
U000941,Bristol,mobile,142,2025-09-27,low,51.74,17.45,0
U000942,Edinburgh,mobile,471,2024-11-02,low,108.25,26.25,0
U000943,Birmingham,desktop,112,2025-10-27,low,52.15,19.37,0
U000944,London,desktop,394,2025-01-18,low,69.08,14.63,0
U000945,London,mobile,707,2024-03-11,low,74.31,18.06,0
U000946,London,mobile,244,2025-06-17,low,25.67,10.26,0
U000947,Birmingham,mobile,338,2025-03-15,low,32.81,9.41,0
U000948,Birmingham,mobile,408,2025-01-04,medium,88.67,30.2,0
U000949,Glasgow,desktop,466,2024-11-07,low,49.14,11.62,1
U000950,Glasgow,desktop,125,2025-10-14,low,131.79,42.43,1
U000951,Edinburgh,mobile,13,2026-02-03,low,125.43,43.3,0
U000952,London,desktop,128,2025-10-11,low,109.46,28.78,0
U000953,Birmingham,mobile,280,2025-05-12,low,200.51,73.34,0
U000954,Manchester,desktop,149,2025-09-20,low,70.41,22.58,0
U000955,Manchester,mobile,345,2025-03-08,low,105.31,29.26,1
U000956,Leeds,desktop,110,2025-10-29,low,53.44,16.65,0
U000957,London,desktop,251,2025-06-10,low,283.95,89.54,1
U000958,London,mobile,51,2025-12-27,low,219.42,51.15,0
U000959,Leicester,desktop,345,2025-03-08,medium,74.18,20.81,0
U000960,London,mobile,197,2025-08-03,low,91.16,24.49,0
U000961,Glasgow,mobile,57,2025-12-21,low,155.65,43.61,0
U000962,London,mobile,86,2025-11-22,medium,67.97,23.94,0
U000963,Manchester,tablet,345,2025-03-08,low,51.36,15.23,0
U000964,London,desktop,164,2025-09-05,low,119.19,46.25,0
U000965,Manchester,desktop,60,2025-12-18,low,76.95,19.91,0
U000966,Leicester,desktop,854,2023-10-16,low,81.5,23.08,0
U000967,London,mobile,313,2025-04-09,low,46.58,16.65,0
U000968,Bristol,desktop,787,2023-12-22,low,28.65,8.86,0
U000969,Leeds,mobile,139,2025-09-30,low,83.92,25.97,0
U000970,Edinburgh,mobile,161,2025-09-08,low,121.23,25.54,0
U000971,Birmingham,mobile,570,2024-07-26,low,65.09,18.21,1
U000972,Leicester,desktop,186,2025-08-14,low,162.4,41.27,0
U000973,London,desktop,307,2025-04-15,low,50.04,20.01,0
U000974,London,mobile,72,2025-12-06,low,41.26,10.8,0
U000975,London,mobile,147,2025-09-22,low,71.02,26.77,0
U000976,Glasgow,desktop,32,2026-01-15,low,70.43,23.61,0
U000977,London,mobile,57,2025-12-21,medium,112.56,30.19,1
U000978,Leeds,desktop,0,2026-02-16,medium,48.12,14.86,0
U000979,Glasgow,tablet,10,2026-02-06,low,156.41,57.57,0
U000980,London,mobile,946,2023-07-16,low,217.41,81.89,0
U000981,Liverpool,mobile,69,2025-12-09,low,72.13,16.74,0
U000982,London,desktop,272,2025-05-20,medium,146.55,39.26,0
U000983,London,desktop,456,2024-11-17,low,41.22,11.01,0
U000984,Leicester,mobile,199,2025-08-01,low,133.14,27.75,0
U000985,Leeds,tablet,41,2026-01-06,low,131.11,41.91,0
U000986,Edinburgh,mobile,325,2025-03-28,low,118.5,43.96,0
U000987,Leeds,mobile,229,2025-07-02,low,73.07,20.19,0
U000988,London,desktop,328,2025-03-25,low,14.51,5.05,1
U000989,Birmingham,desktop,367,2025-02-14,low,51.78,16.86,0
U000990,Liverpool,mobile,926,2023-08-05,medium,52.23,14.37,0
U000991,Edinburgh,desktop,213,2025-07-18,low,43.03,9.82,0
U000992,London,mobile,104,2025-11-04,low,78.83,26.95,0
U000993,Glasgow,mobile,261,2025-05-31,low,58.53,21.71,0
U000994,Manchester,mobile,17,2026-01-30,medium,46.83,15.79,0
U000995,London,desktop,569,2024-07-27,low,41.17,8.38,0
U000996,Birmingham,mobile,31,2026-01-16,low,49.72,12.09,0
U000997,London,mobile,99,2025-11-09,medium,136.57,29.21,0
U000998,Birmingham,mobile,422,2024-12-21,low,51.24,16.09,0
U000999,Leeds,desktop,227,2025-07-04,low,55.52,19.5,0
U001000,London,mobile,125,2025-10-14,low,57.33,12.73,0
U001001,Bristol,desktop,160,2025-09-09,low,88.81,32.65,0
U001002,Birmingham,mobile,481,2024-10-23,low,94.72,29.47,0
U001003,Leicester,mobile,103,2025-11-05,low,13.81,4.67,1
U001004,Liverpool,mobile,509,2024-09-25,low,129.27,50.97,0
U001005,Edinburgh,desktop,23,2026-01-24,low,162.39,35.2,0
U001006,Edinburgh,desktop,374,2025-02-07,low,41.36,15.73,0
U001007,Birmingham,mobile,470,2024-11-03,low,43.17,9.72,0
U001008,London,mobile,50,2025-12-28,low,57.53,16.03,0
U001009,Leeds,mobile,140,2025-09-29,low,48.63,18.01,0
U001010,London,mobile,45,2026-01-02,low,83.36,31.78,0
U001011,Norwich,mobile,306,2025-04-16,low,25.26,7.61,0
U001012,Birmingham,mobile,191,2025-08-09,low,39.85,12.71,0
U001013,London,mobile,252,2025-06-09,low,171.84,58.71,0
U001014,Edinburgh,mobile,54,2025-12-24,low,44.23,16.21,0
U001015,Birmingham,mobile,59,2025-12-19,medium,146.04,32.76,0
U001016,London,desktop,10,2026-02-06,low,89.61,32.44,1
U001017,Bristol,mobile,97,2025-11-11,low,27.25,8.07,0
U001018,Birmingham,mobile,205,2025-07-26,low,104.53,30.33,0
U001019,London,desktop,487,2024-10-17,low,69.08,19.67,0
U001020,Edinburgh,mobile,274,2025-05-18,low,57.37,17.32,0
U001021,London,mobile,142,2025-09-27,low,84.33,32.8,0
U001022,Birmingham,mobile,765,2024-01-13,medium,95.68,29.63,0
U001023,Cambridge,mobile,317,2025-04-05,low,108.76,42.49,1
U001024,Birmingham,mobile,665,2024-04-22,low,140.9,33.26,0
U001025,Leeds,mobile,187,2025-08-13,low,92.25,31.81,0
U001026,Birmingham,desktop,74,2025-12-04,low,34.58,12.54,0
U001027,Birmingham,mobile,13,2026-02-03,high,56.8,19.07,0
U001028,London,mobile,323,2025-03-30,low,371.92,119.53,0
U001029,Birmingham,mobile,32,2026-01-15,low,109.78,34.36,0
U001030,London,mobile,90,2025-11-18,low,271.27,100.96,0
U001031,Glasgow,mobile,190,2025-08-10,low,158.78,57.85,0
U001032,London,desktop,207,2025-07-24,low,84.18,18.9,1
U001033,London,mobile,229,2025-07-02,low,86.99,32.16,0
U001034,London,mobile,45,2026-01-02,low,72.23,20.43,1
U001035,Edinburgh,mobile,119,2025-10-20,low,28.34,7.11,0
U001036,London,mobile,240,2025-06-21,low,74.43,27.84,0
U001037,Leicester,tablet,875,2023-09-25,low,143.43,41.08,0
U001038,London,mobile,325,2025-03-28,low,53.0,19.17,0
U001039,London,mobile,639,2024-05-18,low,92.44,23.36,0
U001040,Bristol,mobile,359,2025-02-22,low,117.73,23.64,0
U001041,Liverpool,tablet,223,2025-07-08,low,44.69,13.37,0
U001042,London,mobile,53,2025-12-25,low,57.5,12.65,0
U001043,Glasgow,mobile,274,2025-05-18,low,42.1,14.77,0
U001044,Birmingham,desktop,244,2025-06-17,medium,46.89,11.97,0
U001045,Glasgow,desktop,230,2025-07-01,low,36.3,10.48,1
U001046,London,mobile,168,2025-09-01,low,44.91,9.76,0
U001047,London,mobile,188,2025-08-12,low,160.89,41.4,0
U001048,Birmingham,mobile,101,2025-11-07,low,44.54,15.87,0
U001049,London,mobile,183,2025-08-17,low,79.01,18.2,0
U001050,Birmingham,mobile,55,2025-12-23,medium,55.89,18.41,0
U001051,Bristol,mobile,408,2025-01-04,low,140.95,54.05,0
U001052,Birmingham,mobile,51,2025-12-27,medium,151.58,50.93,0
U001053,Liverpool,mobile,22,2026-01-25,low,118.54,42.94,0
U001054,Norwich,mobile,143,2025-09-26,low,87.21,19.34,0
U001055,Manchester,tablet,268,2025-05-24,low,64.9,16.24,0
U001056,Liverpool,mobile,143,2025-09-26,low,38.26,14.5,0
U001057,Manchester,mobile,81,2025-11-27,low,214.64,73.62,0
U001058,Leeds,mobile,204,2025-07-27,medium,48.53,15.91,0
U001059,Glasgow,tablet,106,2025-11-02,medium,106.17,35.33,1
U001060,Birmingham,mobile,675,2024-04-12,medium,131.99,37.33,0
U001061,Norwich,mobile,639,2024-05-18,low,54.3,11.34,0
U001062,Liverpool,mobile,174,2025-08-26,low,130.44,46.55,1
U001063,Manchester,mobile,99,2025-11-09,low,112.2,37.67,0
U001064,Leeds,mobile,334,2025-03-19,low,190.64,56.15,0
U001065,Leicester,mobile,9,2026-02-07,low,56.93,21.63,0
U001066,London,mobile,160,2025-09-09,low,36.33,9.71,0
U001067,London,tablet,102,2025-11-06,low,55.81,14.45,0
U001068,Manchester,mobile,633,2024-05-24,low,82.67,30.97,0
U001069,London,mobile,3,2026-02-13,low,76.1,27.35,0
U001070,London,desktop,201,2025-07-30,low,59.36,17.99,0
U001071,London,mobile,337,2025-03-16,low,25.79,5.83,0
U001072,London,mobile,165,2025-09-04,low,95.47,23.2,1
U001073,London,mobile,22,2026-01-25,low,218.06,72.23,0
U001074,Norwich,mobile,898,2023-09-02,low,95.14,26.35,0
U001075,Leeds,desktop,182,2025-08-18,low,103.03,37.84,0
U001076,Manchester,desktop,238,2025-06-23,low,100.97,39.38,0
U001077,Edinburgh,mobile,67,2025-12-11,low,91.69,33.11,0
U001078,London,mobile,165,2025-09-04,low,123.03,33.9,1
U001079,Birmingham,desktop,140,2025-09-29,low,91.6,32.77,0
U001080,Liverpool,desktop,19,2026-01-28,low,62.06,16.77,0
U001081,London,desktop,28,2026-01-19,low,47.57,11.1,0
U001082,Manchester,mobile,454,2024-11-19,low,64.27,13.28,0
U001083,Birmingham,mobile,68,2025-12-10,low,87.6,24.28,0
U001084,Birmingham,desktop,54,2025-12-24,low,61.94,23.58,0
U001085,Leeds,mobile,175,2025-08-25,low,87.61,21.71,0
U001086,Glasgow,mobile,366,2025-02-15,low,93.83,22.64,0
U001087,London,mobile,15,2026-02-01,low,116.54,45.91,0
U001088,Norwich,mobile,214,2025-07-17,low,149.24,30.59,0
U001089,London,mobile,31,2026-01-16,low,76.93,27.48,0
U001090,Birmingham,mobile,9,2026-02-07,low,35.9,9.49,1
U001091,Glasgow,tablet,13,2026-02-03,high,60.96,12.65,0
U001092,Glasgow,mobile,449,2024-11-24,low,75.51,28.96,1
U001093,Leeds,desktop,31,2026-01-16,low,26.85,6.12,1
U001094,London,mobile,11,2026-02-05,low,158.19,49.09,0
U001095,London,mobile,144,2025-09-25,low,79.7,20.31,0
U001096,London,tablet,464,2024-11-09,low,90.9,19.36,0
U001097,London,mobile,76,2025-12-02,low,156.18,32.8,0
U001098,Liverpool,mobile,136,2025-10-03,low,52.11,11.63,0
U001099,Manchester,mobile,10,2026-02-06,medium,101.06,21.65,0
U001100,London,mobile,149,2025-09-20,low,69.38,24.43,0
U001101,Cambridge,desktop,215,2025-07-16,low,66.6,19.79,1
U001102,Birmingham,desktop,211,2025-07-20,medium,48.2,12.94,0
U001103,Birmingham,mobile,101,2025-11-07,low,184.21,52.26,0
U001104,Norwich,mobile,94,2025-11-14,low,59.95,23.13,0
U001105,London,mobile,28,2026-01-19,low,108.28,41.38,0
U001106,Manchester,desktop,114,2025-10-25,low,26.28,9.02,0
U001107,Liverpool,mobile,26,2026-01-21,low,141.03,53.16,0
U001108,Edinburgh,mobile,363,2025-02-18,medium,131.46,34.7,0
U001109,London,mobile,847,2023-10-23,low,77.76,21.48,0
U001110,Birmingham,mobile,877,2023-09-23,low,65.05,20.99,0
U001111,London,mobile,500,2024-10-04,medium,91.84,29.82,0
U001112,London,desktop,229,2025-07-02,low,259.52,76.91,0
U001113,Bristol,mobile,301,2025-04-21,low,27.94,7.83,0
U001114,Glasgow,mobile,83,2025-11-25,low,113.31,45.01,0
U001115,Glasgow,desktop,249,2025-06-12,medium,44.64,16.26,0
U001116,London,desktop,152,2025-09-17,low,72.9,20.92,0
U001117,Birmingham,mobile,164,2025-09-05,low,64.31,22.22,0
U001118,London,mobile,354,2025-02-27,low,58.23,14.79,0
U001119,London,mobile,82,2025-11-26,low,73.28,16.12,0
U001120,Birmingham,mobile,95,2025-11-13,medium,39.5,10.68,0
U001121,Birmingham,mobile,646,2024-05-11,low,129.81,36.42,0
U001122,Birmingham,mobile,14,2026-02-02,low,27.47,5.59,0
U001123,Liverpool,mobile,166,2025-09-03,low,99.17,36.0,0
U001124,Edinburgh,desktop,609,2024-06-17,low,61.58,16.74,0
U001125,Bristol,mobile,235,2025-06-26,low,38.71,12.23,0
U001126,London,mobile,197,2025-08-03,low,82.38,17.69,1
U001127,Manchester,mobile,71,2025-12-07,low,31.3,7.36,0
U001128,Manchester,tablet,105,2025-11-03,low,75.33,28.47,0
U001129,London,desktop,477,2024-10-27,medium,33.7,10.84,0
U001130,Leicester,desktop,204,2025-07-27,low,94.98,37.05,0
U001131,Leeds,desktop,180,2025-08-20,low,44.33,17.72,0
U001132,London,desktop,26,2026-01-21,low,57.51,15.78,0
U001133,London,mobile,4,2026-02-12,low,86.63,22.5,1
U001134,Edinburgh,mobile,828,2023-11-11,low,48.19,17.91,0
U001135,London,mobile,118,2025-10-21,low,71.39,28.54,0
U001136,Birmingham,desktop,231,2025-06-30,low,32.05,10.45,0
U001137,Leeds,desktop,20,2026-01-27,low,104.27,37.44,0
U001138,Leeds,mobile,287,2025-05-05,low,194.55,69.33,0
U001139,Glasgow,mobile,674,2024-04-13,low,342.31,92.79,0
U001140,Birmingham,mobile,214,2025-07-17,medium,77.49,24.4,0
U001141,London,desktop,33,2026-01-14,low,113.69,41.68,0
U001142,Edinburgh,mobile,217,2025-07-14,low,27.68,9.34,0
U001143,Bristol,mobile,363,2025-02-18,low,168.43,34.4,0
U001144,London,mobile,130,2025-10-09,medium,112.95,30.2,0
U001145,Birmingham,mobile,529,2024-09-05,low,56.48,12.93,1
U001146,Liverpool,desktop,261,2025-05-31,low,145.54,35.89,1
U001147,Edinburgh,mobile,573,2024-07-23,low,64.07,24.42,0
U001148,Birmingham,desktop,244,2025-06-17,low,57.29,11.88,0
U001149,Birmingham,mobile,35,2026-01-12,low,95.72,23.35,0
U001150,Edinburgh,mobile,92,2025-11-16,low,41.06,10.76,0
U001151,Birmingham,mobile,56,2025-12-22,low,129.27,41.8,0
U001152,Edinburgh,desktop,598,2024-06-28,medium,41.23,12.65,0
U001153,Edinburgh,mobile,357,2025-02-24,medium,41.37,10.08,0
U001154,Glasgow,mobile,282,2025-05-10,low,44.69,10.41,0
U001155,Liverpool,mobile,89,2025-11-19,low,111.91,27.68,0
U001156,London,desktop,50,2025-12-28,low,52.5,15.78,0
U001157,Birmingham,mobile,353,2025-02-28,low,35.11,8.93,0
U001158,Birmingham,desktop,160,2025-09-09,low,52.82,20.57,0
U001159,London,mobile,63,2025-12-15,low,72.41,21.2,0
U001160,Birmingham,mobile,239,2025-06-22,low,38.49,8.15,0
U001161,London,mobile,10,2026-02-06,low,39.12,13.53,0
U001162,London,mobile,98,2025-11-10,low,235.38,62.56,0
U001163,Leicester,mobile,158,2025-09-11,low,45.91,15.18,0
U001164,London,mobile,40,2026-01-07,low,61.7,15.79,0
U001165,Birmingham,mobile,1044,2023-04-09,low,60.22,18.92,1
U001166,Birmingham,desktop,58,2025-12-20,medium,58.45,20.72,0
U001167,Leeds,mobile,34,2026-01-13,low,103.72,40.0,0
U001168,London,desktop,56,2025-12-22,low,124.15,31.31,0
U001169,London,mobile,366,2025-02-15,low,62.29,16.63,1
U001170,Glasgow,mobile,138,2025-10-01,low,37.34,10.93,0
U001171,Norwich,mobile,208,2025-07-23,medium,148.55,57.26,0
U001172,Glasgow,mobile,5,2026-02-11,low,69.93,26.59,0
U001173,London,mobile,8,2026-02-08,medium,190.89,41.61,0
U001174,Glasgow,mobile,147,2025-09-22,low,21.43,4.85,0
U001175,Bristol,mobile,424,2024-12-19,low,82.06,24.54,0
U001176,Liverpool,mobile,541,2024-08-24,high,211.71,46.86,0
U001177,London,desktop,22,2026-01-25,low,60.69,16.33,0
U001178,Liverpool,desktop,193,2025-08-07,low,65.1,14.95,0
U001179,Bristol,mobile,611,2024-06-15,low,86.71,28.37,1
U001180,Cambridge,mobile,122,2025-10-17,low,54.2,21.13,0
U001181,London,mobile,442,2024-12-01,low,62.08,24.79,0
U001182,Glasgow,mobile,35,2026-01-12,low,61.2,16.83,0
U001183,Birmingham,mobile,684,2024-04-03,low,52.19,16.69,0
U001184,London,mobile,348,2025-03-05,low,144.87,53.79,0
U001185,Birmingham,mobile,708,2024-03-10,medium,94.97,21.23,0
U001186,Edinburgh,mobile,282,2025-05-10,low,84.59,28.58,0
U001187,London,mobile,112,2025-10-27,low,114.97,32.4,0
U001188,London,desktop,695,2024-03-23,low,63.73,15.37,0
U001189,Edinburgh,desktop,80,2025-11-28,low,48.14,13.51,0
U001190,London,mobile,100,2025-11-08,low,52.91,11.39,0
U001191,Glasgow,desktop,301,2025-04-21,low,73.77,25.01,0
U001192,London,tablet,362,2025-02-19,low,41.16,10.31,0
U001193,Glasgow,mobile,662,2024-04-25,low,55.97,14.68,1
U001194,London,mobile,57,2025-12-21,medium,55.49,12.44,0
U001195,Birmingham,mobile,399,2025-01-13,low,237.11,88.42,0
U001196,Cambridge,desktop,335,2025-03-18,low,16.03,4.79,0
U001197,Cambridge,desktop,16,2026-01-31,low,66.77,20.99,0
U001198,Leicester,mobile,122,2025-10-17,medium,190.4,59.76,0
U001199,London,mobile,83,2025-11-25,medium,78.81,22.23,0
U001200,Liverpool,mobile,90,2025-11-18,low,111.54,26.6,0
U001201,London,mobile,1017,2023-05-06,low,77.86,27.17,0
U001202,London,mobile,257,2025-06-04,low,51.06,11.51,0
U001203,London,desktop,316,2025-04-06,low,21.48,4.74,0
U001204,Leeds,mobile,938,2023-07-24,medium,82.52,28.22,0
U001205,Liverpool,desktop,118,2025-10-21,low,48.11,11.63,0
U001206,Edinburgh,desktop,404,2025-01-08,low,47.46,12.4,0
U001207,Leeds,desktop,142,2025-09-27,low,56.01,16.53,0
U001208,London,mobile,509,2024-09-25,low,192.42,55.78,0
U001209,Norwich,mobile,49,2025-12-29,low,276.62,94.53,0
U001210,Leeds,mobile,737,2024-02-10,low,83.05,26.97,0
U001211,Leeds,mobile,61,2025-12-17,low,57.08,18.77,0
U001212,London,mobile,98,2025-11-10,low,38.57,13.22,0
U001213,Liverpool,mobile,352,2025-03-01,low,95.36,24.65,0
U001214,Edinburgh,mobile,125,2025-10-14,low,196.49,51.96,0
U001215,London,mobile,234,2025-06-27,low,64.33,18.5,1
U001216,London,mobile,147,2025-09-22,low,19.92,5.21,0
U001217,Edinburgh,mobile,339,2025-03-14,low,106.54,42.3,0
U001218,Edinburgh,desktop,64,2025-12-14,medium,126.72,45.97,1
U001219,London,desktop,15,2026-02-01,medium,30.81,7.18,0
U001220,Birmingham,mobile,89,2025-11-19,medium,81.21,16.33,0
U001221,London,mobile,160,2025-09-09,low,94.46,19.7,0
U001222,Leeds,mobile,45,2026-01-02,low,70.8,17.61,0
U001223,Birmingham,mobile,109,2025-10-30,low,47.71,10.63,0
U001224,Manchester,mobile,127,2025-10-12,medium,128.87,39.52,1
U001225,Glasgow,desktop,14,2026-02-02,high,59.04,21.94,0
U001226,Manchester,mobile,218,2025-07-13,low,32.56,11.31,0
U001227,London,mobile,539,2024-08-26,low,23.87,5.8,0
U001228,Norwich,mobile,41,2026-01-06,medium,147.45,41.26,0
U001229,Manchester,mobile,227,2025-07-04,low,103.46,31.2,0
U001230,Birmingham,mobile,273,2025-05-19,low,77.35,28.01,0
U001231,London,mobile,135,2025-10-04,low,57.85,21.28,0
U001232,London,mobile,301,2025-04-21,low,55.09,21.04,0
U001233,London,mobile,132,2025-10-07,low,40.79,12.31,0
U001234,Edinburgh,mobile,175,2025-08-25,low,58.13,19.7,1
U001235,Manchester,mobile,1,2026-02-15,low,22.96,5.11,0
U001236,Birmingham,mobile,294,2025-04-28,low,49.16,15.39,1
U001237,Leeds,tablet,270,2025-05-22,low,62.11,15.51,0
U001238,Cambridge,mobile,9,2026-02-07,low,103.07,29.51,0
U001239,London,mobile,114,2025-10-25,low,72.1,23.56,0
U001240,Birmingham,mobile,966,2023-06-26,low,114.12,28.69,1
U001241,Liverpool,mobile,136,2025-10-03,medium,154.78,32.57,0
U001242,Liverpool,mobile,174,2025-08-26,low,131.89,26.65,0
U001243,Birmingham,mobile,601,2024-06-25,low,95.47,19.52,0
